county,rep_unit,total,richardson,leiber,zuelke,SCATTERING,assembly_district,senate_district,congress_district
ST. CROIX,Town of HAMMOND Wards 1-3,1222,338,857,27,0,29,10,7
ST. CROIX,Town of HUDSON Wards 1-14,4490,1724,2668,94,4,30,10,7
ST. CROIX,Town of KINNICKINNIC Wards 1-3,979,363,594,22,0,30,10,7
ST. CROIX,Town of PLEASANT VALLEY Ward 1,297,88,193,16,0,30,10,7
ST. CROIX,Town of RICHMOND Wards 1-6,1798,561,1191,46,0,30,10,7
ST. CROIX,Town of RUSH RIVER Ward 1,270,76,183,11,0,30,10,7
ST. CROIX,Town of ST. JOSEPH Wards 1-6,2337,921,1361,54,1,30,10,7
ST. CROIX,Town of SOMERSET Wards 1-6,2385,724,1599,61,1,30,10,7
ST. CROIX,Town of SPRINGFIELD Ward 1,432,130,288,14,0,29,10,7
ST. CROIX,Town of STANTON Wards 1-2,445,156,277,12,0,29,10,7
ST. CROIX,Town of STAR PRAIRIE Wards 1-6,1802,530,1221,50,1,28,10,7
ST. CROIX,Town of TROY Wards 1-8,3005,1220,1732,53,0,30,10,7
ST. CROIX,Town of WARREN Wards 1-3,860,304,537,19,0,30,10,7
ST. CROIX,Village of BALDWIN Wards 1-6,1630,618,962,49,1,29,10,7
ST. CROIX,Village of DEER PARK Ward 1,96,17,68,11,0,29,10,7
ST. CROIX,Village of HAMMOND Wards 1-4,753,331,391,31,0,29,10,7
ST. CROIX,Village of NORTH HUDSON Wards 1-6,2030,931,1049,49,1,30,10,7
ST. CROIX,Village of ROBERTS Wards 1-4,783,321,444,17,1,30,10,7
ST. CROIX,Village of SOMERSET Wards 1-4,1068,368,671,28,1,28,10,7
ST. CROIX,Village of STAR PRAIRIE Ward 1,253,86,153,14,0,29,10,7
ST. CROIX,VILLAGE OF SPRING VALLEY Ward 3,3,0,3,0,0,93,31,7
ST. CROIX,Village of WILSON Ward 1,80,21,58,1,0,29,10,7
ST. CROIX,Village of WOODVILLE Wards 1-2,477,171,290,16,0,29,10,7
ST. CROIX,City of GLENWOOD CITY Wards 1-2,443,137,298,8,0,29,10,7
ST. CROIX,City of HUDSON Wards 1-2,922,417,478,27,0,30,10,7
ST. CROIX,City of HUDSON Wards 3-4,990,442,532,15,1,30,10,7
ST. CROIX,City of HUDSON Wards 5-6,1296,650,626,20,0,30,10,7
ST. CROIX,City of HUDSON Wards 7-8,1116,536,564,15,1,30,10,7
ST. CROIX,City of HUDSON Wards 9-10,1161,686,434,41,0,30,10,7
ST. CROIX,City of HUDSON Wards 11-12,1320,663,638,19,0,30,10,7
ST. CROIX,City of NEW RICHMOND Wards 1-12,3897,1696,2108,91,2,28,10,7
ST. CROIX,CITY OF RIVER FALLS Wards 1-5,1920,1049,821,50,0,30,10,7
SAUK,Town of BARABOO Wards 1-5,969,468,478,23,0,81,27,2
SAUK,Town of BEAR CREEK Ward 1,309,134,171,4,0,51,17,2
SAUK,Town of DELLONA Wards 1-3,889,347,518,24,0,50,17,2
SAUK,Town of DELTON Wards 1-3,627,294,317,16,0,41,14,2
SAUK,Town of DELTON Ward 4,421,196,214,11,0,41,14,2
SAUK,Town of EXCELSIOR Wards 1-3,855,356,476,23,0,50,17,2
SAUK,Town of FAIRFIELD Wards 1-2,610,276,322,12,0,81,27,2
SAUK,"Town of FRANKLIN Wards 1,2",340,133,197,10,0,51,17,2
SAUK,Town of FREEDOM Wards 1-2,245,89,150,6,0,50,17,2
SAUK,Town of GREENFIELD Ward 1,543,263,258,22,0,81,27,2
SAUK,Town of HONEY CREEK Wards 1-3,389,185,197,7,0,50,17,2
SAUK,Town of HONEY CREEK Ward 4,0,0,0,0,0,51,17,2
SAUK,Town of IRONTON Ward 1,212,69,138,5,0,50,17,3
SAUK,Town of IRONTON Ward 2,42,14,27,1,0,50,17,2
SAUK,Town of LA VALLE Wards 1-3,843,299,527,17,0,50,17,3
SAUK,Town of MERRIMAC Wards 1-2,733,366,359,8,0,81,27,2
SAUK,Town of PRAIRIE DU SAC Wards 1-2,561,265,280,16,0,81,27,2
SAUK,Town of REEDSBURG Wards 1-3,575,215,350,10,0,50,17,2
SAUK,Town of SPRING GREEN Wards 1-3,959,503,446,10,0,51,17,2
SAUK,Town of SUMPTER Wards 1-3,325,158,160,7,0,81,27,2
SAUK,Town of TROY Ward 1,414,168,235,11,0,51,17,2
SAUK,Town of TROY Ward 2,3,1,2,0,0,50,17,2
SAUK,Town of WASHINGTON Wards 1-2,319,108,202,9,0,51,17,2
SAUK,Town of WESTFIELD Ward 1,247,66,170,11,0,51,17,2
SAUK,Town of WINFIELD Ward 1,459,157,297,5,0,50,17,2
SAUK,Town of WOODLAND Ward 1,378,141,228,9,0,50,17,3
SAUK,VILLAGE OF CAZENOVIA Ward 2,7,4,3,0,0,50,17,3
SAUK,Village of IRONTON Ward 1,88,23,61,4,0,50,17,3
SAUK,"Village of LAKE DELTON Wards 1,3-6",844,361,471,12,0,41,14,2
SAUK,Village of LAKE DELTON Ward 2,243,123,113,7,0,41,14,2
SAUK,Village of LAVALLE Ward 1,120,42,75,3,0,50,17,3
SAUK,Village of LIME RIDGE Ward 1,69,37,30,2,0,51,17,3
SAUK,Village of LOGANVILLE Ward 1,126,47,76,3,0,51,17,2
SAUK,Village of MERRIMAC Ward 1,269,147,117,5,0,81,27,2
SAUK,Village of NORTH FREEDOM Ward 1,214,96,110,8,0,50,17,2
SAUK,Village of PLAIN Ward 1,370,156,201,13,0,51,17,2
SAUK,Village of PRAIRIE DU SAC Wards 1-7,2193,1301,844,48,0,81,27,2
SAUK,Village of ROCK SPRINGS Ward 1,127,35,87,5,0,50,17,2
SAUK,"Village of SAUK CITY Wards 1,2,3,4,5",1661,1017,601,43,0,81,27,2
SAUK,Village of SPRING GREEN Wards 1-2,863,596,253,14,0,51,17,2
SAUK,Village of WEST BARABOO Wards 1-2,589,302,264,23,0,81,27,2
SAUK,City of BARABOO Wards 1-15,4908,2812,1967,129,0,81,27,2
SAUK,City of REEDSBURG Wards 1-16,3522,1608,1785,129,0,50,17,2
SAUK,"CITY OF WISCONSIN DELLS Wards 4,8",106,44,61,1,0,41,14,2
SAWYER,Town of BASS LAKE Wards 1-5,1073,563,497,13,0,87,29,7
SAWYER,Town of COUDERAY Ward 1,139,69,66,4,0,87,29,7
SAWYER,Town of DRAPER Ward 1,140,67,72,1,0,87,29,7
SAWYER,Town of EDGEWATER Wards 1-2,346,99,242,5,0,87,29,7
SAWYER,"Town of HAYWARD Wards 1,2,3,4,5,6,7",1636,703,919,14,0,87,29,7
SAWYER,Town of HUNTER Ward 1,364,155,206,3,0,87,29,7
SAWYER,Town of LENROOT Wards 1-2,769,332,429,7,1,74,25,7
SAWYER,Town of MEADOWBROOK Ward 1,77,12,59,6,0,87,29,7
SAWYER,Town of METEOR Ward 1,95,30,63,2,0,87,29,7
SAWYER,Town of OJIBWA Wards 1-2,178,64,114,0,0,87,29,7
SAWYER,Town of RADISSON Wards 1-2,218,72,136,10,0,87,29,7
SAWYER,Town of ROUND LAKE Wards 1-2,716,280,428,8,0,87,29,7
SAWYER,Town of SAND LAKE Ward 1,498,202,286,10,0,87,29,7
SAWYER,Town of SPIDER LAKE Ward 1,304,121,180,3,0,74,25,7
SAWYER,Town of WEIRGOR Ward 1,190,47,139,4,0,87,29,7
SAWYER,Town of WINTER Wards 1-2,538,188,347,3,0,87,29,7
SAWYER,Village of COUDERAY Ward 1,41,13,28,0,0,87,29,7
SAWYER,Village of EXELAND Ward 1,74,30,43,1,0,87,29,7
SAWYER,Village of RADISSON Ward 1,67,25,39,3,0,87,29,7
SAWYER,Village of WINTER Ward 1,125,47,74,4,0,87,29,7
SAWYER,"City of HAYWARD Wards 1,2,3,4,5",893,369,509,15,0,87,29,7
SHAWANO,Town of ALMON Ward 1,271,60,206,5,0,35,12,8
SHAWANO,Town of ANGELICA Wards 1-3,884,209,657,18,0,6,2,8
SHAWANO,Town of ANIWA Ward 1,253,47,199,7,0,35,12,8
SHAWANO,Town of BARTELME Ward 1,264,189,71,4,0,36,12,8
SHAWANO,Town of BELLE PLAINE Wards 1-4,916,259,644,13,0,6,2,8
SHAWANO,Town of BIRNAMWOOD Ward 1,329,102,221,6,0,35,12,8
SHAWANO,Town of FAIRBANKS Ward 1,269,46,216,7,0,6,2,8
SHAWANO,Town of GERMANIA Ward 1,150,37,109,4,0,6,2,8
SHAWANO,Town of GRANT Ward 1,416,68,336,12,0,6,2,8
SHAWANO,Town of GREEN VALLEY Wards 1-2,512,104,391,17,0,36,12,8
SHAWANO,Town of HARTLAND Wards 1-2,359,60,294,5,0,6,2,8
SHAWANO,Town of HERMAN Wards 1-2,332,83,242,7,0,6,2,8
SHAWANO,Town of HUTCHINS Ward 1,250,51,197,2,0,35,12,8
SHAWANO,Town of LESSOR Wards 1-2,632,120,487,25,0,6,2,8
SHAWANO,Town of MAPLE GROVE Ward 1,475,130,338,7,0,6,2,8
SHAWANO,Town of MORRIS Wards 1-2,204,64,135,5,0,6,2,8
SHAWANO,Town of NAVARINO Wards 1-2,215,46,163,6,0,6,2,8
SHAWANO,Town of PELLA Ward 1,461,97,352,12,0,6,2,8
SHAWANO,Town of RED SPRINGS Wards 1-2,403,212,180,11,0,36,12,8
SHAWANO,Town of RICHMOND Wards 1-3,964,220,724,20,0,6,2,8
SHAWANO,Town of SENECA Ward 1,252,69,180,3,0,6,2,8
SHAWANO,Town of WASHINGTON Wards 1-4,958,265,668,25,0,36,12,8
SHAWANO,Town of WAUKECHON Wards 1-2,498,116,373,9,0,6,2,8
SHAWANO,Town of WESCOTT Wards 1-5,1586,506,1051,29,0,6,2,8
SHAWANO,Town of WITTENBERG Wards 1-2,403,127,269,7,0,6,2,8
SHAWANO,Village of ANIWA Ward 1,86,27,55,4,0,35,12,8
SHAWANO,Village of BIRNAMWOOD Ward 1,279,102,171,6,0,35,12,8
SHAWANO,Village of BONDUEL Wards 1-2,596,146,432,18,0,6,2,8
SHAWANO,Village of BOWLER Wards 1-2,100,38,57,5,0,6,2,8
SHAWANO,Village of CECIL Ward 1,278,77,199,2,0,36,12,8
SHAWANO,Village of ELAND Ward 1,102,49,51,2,0,35,12,8
SHAWANO,Village of GRESHAM Ward 1,207,85,120,2,0,6,2,8
SHAWANO,Village of MATTOON Ward 1,136,34,95,7,0,35,12,8
SHAWANO,"VILLAGE OF PULASKI Wards 4,7",63,22,40,1,0,6,2,8
SHAWANO,Village of TIGERTON Ward 1,289,98,179,12,0,6,2,8
SHAWANO,Village of WITTENBERG Wards 1-2,317,108,200,9,0,6,2,8
SHAWANO,CITY OF MARION Ward 4,9,3,6,0,0,40,14,8
SHAWANO,City of SHAWANO Wards 1-2,522,207,305,10,0,6,2,8
SHAWANO,City of SHAWANO Wards 3-4,498,197,292,9,0,6,2,8
SHAWANO,City of SHAWANO Wards 5-6,433,182,241,10,0,6,2,8
SHAWANO,City of SHAWANO Wards 7-8,386,169,206,11,0,6,2,8
SHAWANO,City of SHAWANO Wards 9-10,610,265,335,10,0,6,2,8
SHAWANO,City of SHAWANO Wards 11-12,546,215,310,21,0,6,2,8
SHEBOYGAN,Town of GREENBUSH Wards 1-3,843,243,578,21,1,59,20,6
SHEBOYGAN,Town of HERMAN Wards 1-3,919,214,682,23,0,27,9,6
SHEBOYGAN,Town of HOLLAND Wards 1-3,1362,292,1043,27,0,26,9,6
SHEBOYGAN,Town of LIMA Wards 1-4,1606,357,1221,27,1,26,9,6
SHEBOYGAN,Town of LYNDON Wards 1-3,861,233,602,26,0,26,9,6
SHEBOYGAN,Town of MITCHELL Wards 1-3,674,174,477,23,0,59,20,6
SHEBOYGAN,Town of MOSEL Ward 1,413,117,282,14,0,27,9,6
SHEBOYGAN,Town of PLYMOUTH Wards 1-4,1760,523,1201,35,1,27,9,6
SHEBOYGAN,Town of RHINE Wards 1-3,1324,457,835,32,0,27,9,6
SHEBOYGAN,Town of RUSSELL Ward 1,192,41,148,3,0,59,20,6
SHEBOYGAN,Town of SCOTT Wards 1-3,1025,210,796,18,1,59,20,6
SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,4343,1778,2480,81,4,27,9,6
SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,970,260,687,23,0,27,9,6
SHEBOYGAN,Town of SHERMAN Wards 1-2,850,164,674,12,0,26,9,6
SHEBOYGAN,Town of WILSON Wards 1-4,2098,802,1263,31,2,26,9,6
SHEBOYGAN,Village of ADELL Ward 1,244,47,190,7,0,26,9,6
SHEBOYGAN,Village of CASCADE Ward 1,344,88,241,15,0,26,9,6
SHEBOYGAN,Village of CEDAR GROVE Wards 1-3,1105,191,887,27,0,26,9,6
SHEBOYGAN,Village of ELKHART LAKE Ward 1,655,312,329,14,0,27,9,6
SHEBOYGAN,Village of GLENBEULAH Ward 1,233,86,141,6,0,27,9,6
SHEBOYGAN,Village of HOWARDS GROVE Wards 1-4,1774,615,1126,31,2,27,9,6
SHEBOYGAN,Village of KOHLER Wards 1-3,1211,468,712,31,0,27,9,6
SHEBOYGAN,Village of OOSTBURG Wards 1-4,1718,248,1428,39,3,26,9,6
SHEBOYGAN,Village of RANDOM LAKE Wards 1-2,802,222,562,18,0,26,9,6
SHEBOYGAN,Village of WALDO Ward 1,233,61,168,4,0,26,9,6
SHEBOYGAN,City of PLYMOUTH Wards 1-12,4060,1706,2254,100,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 1,1091,536,534,21,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 2,1072,531,512,28,1,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 3,901,481,397,22,1,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 4,1225,672,523,30,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 5,698,397,280,21,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 6,979,627,329,23,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 7,629,334,281,14,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 8,604,331,248,25,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 9,448,240,200,7,1,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 10,938,462,450,26,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 11,544,296,228,19,1,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 12,909,437,441,31,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 13,581,359,198,22,2,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 14,599,315,272,11,1,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 15,599,326,254,19,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 16,1027,537,463,26,1,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 17,877,468,381,26,2,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 18,901,421,458,22,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 19,751,380,359,12,0,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 20,1133,505,593,32,3,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 21,426,192,215,19,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 22,0,0,0,0,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 23,0,0,0,0,0,27,9,6
SHEBOYGAN,City of SHEBOYGAN FALLS Wards 1-10,3947,1583,2272,91,1,26,9,6
TAYLOR,Town of AURORA Ward 1,151,19,129,3,0,87,29,7
TAYLOR,Town of BROWNING Ward 1,401,68,329,4,0,87,29,7
TAYLOR,Town of CHELSEA Ward 1,351,76,261,14,0,87,29,7
TAYLOR,Town of CLEVELAND Ward 1,123,27,92,4,0,87,29,7
TAYLOR,Town of DEER CREEK Ward 1,286,49,228,9,0,87,29,7
TAYLOR,Town of FORD Ward 1,114,23,91,0,0,87,29,7
TAYLOR,Town of GOODRICH Ward 1,253,42,201,10,0,87,29,7
TAYLOR,Town of GREENWOOD Ward 1,317,69,242,6,0,87,29,7
TAYLOR,Town of GROVER Ward 1,125,20,103,2,0,87,29,7
TAYLOR,Town of HAMMEL Wards 1-2,375,81,288,6,0,87,29,7
TAYLOR,Town of HOLWAY Ward 1,253,47,193,13,0,87,29,7
TAYLOR,Town of JUMP RIVER Ward 1,144,40,102,2,0,87,29,7
TAYLOR,Town of LITTLE BLACK Wards 1-2,499,119,370,10,0,87,29,7
TAYLOR,Town of MAPLEHURST Ward 1,145,31,113,1,0,87,29,7
TAYLOR,Town of MCKINLEY Ward 1,173,25,137,11,0,87,29,7
TAYLOR,Town of MEDFORD Wards 1-3,1239,248,963,28,0,87,29,7
TAYLOR,Town of MOLITOR Ward 1,184,51,128,5,0,87,29,7
TAYLOR,Town of PERSHING Ward 1,72,21,51,0,0,87,29,7
TAYLOR,Town of RIB LAKE Wards 1-2,376,89,276,11,0,87,29,7
TAYLOR,Town of ROOSEVELT Ward 1,156,40,108,8,0,87,29,7
TAYLOR,Town of TAFT Ward 1,134,37,92,5,0,87,29,7
TAYLOR,Town of WESTBORO Ward 1,356,68,282,6,0,87,29,7
TAYLOR,Village of GILMAN Ward 1,158,48,105,5,0,87,29,7
TAYLOR,Village of LUBLIN Ward 1,44,9,33,2,0,87,29,7
TAYLOR,Village of RIB LAKE Ward 1,299,78,206,15,0,87,29,7
TAYLOR,Village of STETSONVILLE Ward 1,223,60,157,6,0,87,29,7
TAYLOR,"City of MEDFORD Wards 1,2,3,4,5,6,7,8",1622,612,957,53,0,87,29,7
TREMPEALEAU,Town of ALBION Wards 1-2,317,98,211,8,0,92,31,3
TREMPEALEAU,Town of ARCADIA Wards 1-4,791,241,536,13,1,92,31,3
TREMPEALEAU,Town of BURNSIDE Ward 1,169,70,94,5,0,92,31,3
TREMPEALEAU,Town of CALEDONIA Ward 1,442,167,266,9,0,92,31,3
TREMPEALEAU,Town of CHIMNEY ROCK Ward 1,137,48,88,1,0,92,31,3
TREMPEALEAU,Town of DODGE Ward 1,219,79,135,5,0,92,31,3
TREMPEALEAU,Town of ETTRICK Wards 1-2,632,250,364,18,0,92,31,3
TREMPEALEAU,Town of GALE Wards 1-2,868,323,521,24,0,92,31,3
TREMPEALEAU,Town of HALE Wards 1-2,535,188,334,13,0,92,31,3
TREMPEALEAU,Town of LINCOLN Wards 1-4,282,105,166,11,0,92,31,3
TREMPEALEAU,Town of PIGEON Wards 1-2,314,135,169,10,0,92,31,3
TREMPEALEAU,Town of PRESTON Wards 1-3,389,140,238,11,0,92,31,3
TREMPEALEAU,Town of SUMNER Wards 1-2,415,154,252,9,0,92,31,3
TREMPEALEAU,Town of TREMPEALEAU Wards 1-3,963,387,554,22,0,92,31,3
TREMPEALEAU,Town of UNITY Wards 1-2,274,97,169,8,0,92,31,3
TREMPEALEAU,Village of ELEVA Ward 1,269,116,146,6,1,92,31,3
TREMPEALEAU,Village of ETTRICK Ward 1,228,88,132,8,0,92,31,3
TREMPEALEAU,Village of PIGEON FALLS Ward 1,164,76,83,5,0,92,31,3
TREMPEALEAU,Village of STRUM Wards 1-2,433,204,217,12,0,92,31,3
TREMPEALEAU,Village of TREMPEALEAU Wards 1-2,894,395,473,25,1,92,31,3
TREMPEALEAU,City of ARCADIA Wards 1-3,576,210,347,19,0,92,31,3
TREMPEALEAU,City of BLAIR Wards 1-3,394,179,198,16,1,92,31,3
TREMPEALEAU,City of GALESVILLE Wards 1-3,704,325,362,16,1,92,31,3
TREMPEALEAU,City of INDEPENDENCE Wards 1-3,369,142,213,13,1,92,31,3
TREMPEALEAU,City of OSSEO Wards 1-3,721,338,368,15,0,92,31,3
TREMPEALEAU,City of WHITEHALL Wards 1-3,552,264,272,16,0,92,31,3
VERNON,"Town of BERGEN Wards 1,2",721,322,384,15,0,96,32,3
VERNON,Town of CHRISTIANA Wards 1-3,478,184,280,14,0,96,32,3
VERNON,Town of CLINTON Wards 1-2,215,97,113,4,1,96,32,3
VERNON,Town of COON Wards 1-2,408,190,209,8,1,96,32,3
VERNON,Town of FOREST Ward 1,229,90,137,2,0,96,32,3
VERNON,Town of FRANKLIN Wards 1-2,522,212,296,14,0,96,32,3
VERNON,Town of GENOA Wards 1-2,352,162,181,9,0,96,32,3
VERNON,Town of GREENWOOD Ward 1,175,62,108,5,0,50,17,3
VERNON,Town of HAMBURG Wards 1-2,512,201,295,16,0,96,32,3
VERNON,Town of HARMONY Ward 1,319,129,181,9,0,96,32,3
VERNON,"Town of HILLSBORO Wards 1,2",306,96,202,8,0,50,17,3
VERNON,"Town of JEFFERSON Wards 1,2",571,260,296,15,0,96,32,3
VERNON,Town of KICKAPOO Wards 1-2,245,122,117,6,0,96,32,3
VERNON,Town of LIBERTY Ward 1,188,90,88,10,0,96,32,3
VERNON,Town of STARK Ward 1,204,103,96,5,0,96,32,3
VERNON,Town of STERLING Ward 1,282,82,192,8,0,96,32,3
VERNON,Town of UNION Wards 1-3,193,99,83,11,0,96,32,3
VERNON,"Town of VIROQUA Wards 1,2,3",929,430,473,26,0,96,32,3
VERNON,Town of WEBSTER Wards 1-2,296,168,116,12,0,96,32,3
VERNON,Town of WHEATLAND Ward 1,314,134,170,10,0,96,32,3
VERNON,Town of WHITESTOWN Wards 1-2,224,92,128,4,0,96,32,3
VERNON,Village of CHASEBURG Ward 1,130,50,72,8,0,96,32,3
VERNON,Village of COON VALLEY Ward 1,365,173,181,11,0,96,32,3
VERNON,Village of DE SOTO Ward 1,112,56,51,5,0,96,32,3
VERNON,Village of GENOA Ward 1,108,57,43,8,0,96,32,3
VERNON,Village of LA FARGE Ward 1,303,139,158,6,0,96,32,3
VERNON,Village of ONTARIO Ward 1,166,52,110,4,0,96,32,3
VERNON,Village of READSTOWN Ward 1,135,54,74,7,0,96,32,3
VERNON,Village of STODDARD Ward 1,373,168,189,16,0,96,32,3
VERNON,VILLAGE OF VIOLA Ward 1,72,35,34,3,0,49,17,3
VERNON,City of HILLSBORO Wards 1-4,494,209,264,21,0,50,17,3
VERNON,City of VIROQUA Wards 1-9,2079,1264,762,53,0,96,32,3
VERNON,"City of WESTBY Wards 1,2,3",971,510,436,25,0,96,32,3
VILAS,Town of ARBOR VITAE Wards 1-7,1877,704,1141,32,0,34,12,7
VILAS,Town of BOULDER JUNCTION Wards 1-2,739,271,460,8,0,34,12,7
VILAS,Town of CLOVERLAND Wards 1-2,725,231,482,12,0,34,12,7
VILAS,Town of CONOVER Wards 1-2,823,266,542,15,0,34,12,7
VILAS,Town of LAC DU FLAMBEAU Wards 1-7,1343,739,585,19,0,34,12,7
VILAS,Town of LAND O-LAKES Wards 1-2,567,172,386,9,0,34,12,7
VILAS,Town of LINCOLN Wards 1-5,1474,453,992,29,0,34,12,7
VILAS,Town of MANITOWISH WATERS Ward 1,507,139,362,6,0,34,12,7
VILAS,Town of PHELPS Wards 1-2,771,222,532,17,0,34,12,7
VILAS,Town of PLUM LAKE Ward 1,393,144,242,7,0,34,12,7
VILAS,Town of PRESQUE ISLE Wards 1-2,543,207,331,5,0,34,12,7
VILAS,Town of ST. GERMAIN Wards 1-2,1230,416,794,19,1,34,12,7
VILAS,Town of WASHINGTON Wards 1-3,1033,322,697,13,1,34,12,7
VILAS,Town of WINCHESTER Ward 1,328,113,210,5,0,34,12,7
VILAS,City of EAGLE RIVER Wards 1-5,678,264,400,14,0,34,12,7
WALWORTH,Town of BLOOMFIELD Wards 1-2,616,231,372,13,0,32,11,1
WALWORTH,Town of DARIEN Wards 1-3,714,183,517,14,0,31,11,1
WALWORTH,Town of DELAVAN Wards 1-9,2460,880,1527,51,2,32,11,1
WALWORTH,Town of EAST TROY Wards 1-6,2357,623,1690,42,2,83,28,5
WALWORTH,Town of EAST TROY Ward 7,1,0,1,0,0,83,28,1
WALWORTH,Town of GENEVA Wards 1-10,2739,992,1694,53,0,32,11,1
WALWORTH,Town of LAFAYETTE Wards 1-3,1101,339,744,18,0,31,11,1
WALWORTH,Town of LA GRANGE Wards 1-3,1350,443,883,22,2,31,11,1
WALWORTH,"Town of LINN Wards 1-4,6",1089,356,717,16,0,32,11,1
WALWORTH,Town of LINN Ward 5,241,82,157,2,0,32,11,1
WALWORTH,Town of LYONS Wards 1-7,1704,532,1140,32,0,32,11,1
WALWORTH,Town of RICHMOND Wards 1-3,974,362,593,18,1,31,11,1
WALWORTH,Town of SHARON Ward 1,461,136,314,11,0,32,11,1
WALWORTH,Town of SPRING PRAIRIE Wards 1-4,1268,307,932,27,2,31,11,1
WALWORTH,Town of SUGAR CREEK Wards 1-7,1998,618,1332,47,1,31,11,1
WALWORTH,Town of TROY Wards 1-3,1379,410,939,29,1,83,28,1
WALWORTH,Town of WALWORTH Wards 1-4,833,225,588,20,0,32,11,1
WALWORTH,Town of WHITEWATER Wards 1-3,813,322,472,19,0,31,11,1
WALWORTH,Village of BLOOMFIELD Wards 1-5,1655,462,1133,60,0,32,11,1
WALWORTH,Village of DARIEN Wards 1-2,551,194,341,16,0,31,11,1
WALWORTH,Village of EAST TROY Wards 1-6,2130,718,1350,61,1,83,28,5
WALWORTH,Village of EAST TROY Wards 7-8,90,22,65,3,0,83,28,1
WALWORTH,Village of FONTANA Wards 1-3,1073,401,661,11,0,32,11,1
WALWORTH,Village of GENOA CITY Wards 1-5,1004,330,650,23,1,32,11,1
WALWORTH,VILLAGE OF MUKWONAGO Wards 11-12,94,34,59,1,0,83,28,5
WALWORTH,Village of SHARON Wards 1-2,546,176,346,23,1,32,11,1
WALWORTH,Village of WALWORTH Wards 1-3,1089,453,616,20,0,32,11,1
WALWORTH,Village of WILLIAMS BAY Wards 1-4,1612,665,911,34,2,32,11,1
WALWORTH,CITY OF BURLINGTON Ward 9,0,0,0,0,0,63,21,1
WALWORTH,CITY OF BURLINGTON Ward 10,1,1,0,0,0,63,21,1
WALWORTH,City of DELAVAN Wards 1-10,2759,1248,1425,85,1,32,11,1
WALWORTH,City of ELKHORN Wards 1-7,3765,1463,2205,96,1,31,11,1
WALWORTH,City of LAKE GENEVA Wards 1-10,3422,1515,1845,62,0,32,11,1
WALWORTH,City of WHITEWATER Wards 1-2,812,460,334,17,1,31,11,1
WALWORTH,City of WHITEWATER Wards 3-5,961,569,366,25,1,31,11,1
WALWORTH,City of WHITEWATER Wards 6-8,1032,637,378,17,0,31,11,1
WALWORTH,City of WHITEWATER Wards 9-10,554,317,219,15,3,31,11,1
WASHBURN,Town of BARRONETT Ward 1,216,67,142,7,0,75,25,7
WASHBURN,"Town of BASHAW Wards 1,2",566,149,399,18,0,75,25,7
WASHBURN,Town of BASS LAKE Ward 1,271,85,176,10,0,75,25,7
WASHBURN,Town of BEAVER BROOK Ward 1,377,137,229,11,0,75,25,7
WASHBURN,"Town of BIRCHWOOD Wards 1,2",382,101,273,8,0,75,25,7
WASHBURN,Town of BROOKLYN Wards 1-2,182,67,111,4,0,73,25,7
WASHBURN,Town of CASEY Ward 1,270,105,164,1,0,73,25,7
WASHBURN,Town of CHICOG Ward 1,190,73,114,3,0,73,25,7
WASHBURN,Town of CRYSTAL Ward 1,154,44,108,2,0,75,25,7
WASHBURN,Town of EVERGREEN Wards 1-2,607,222,377,8,0,75,25,7
WASHBURN,Town of FROG CREEK Ward 1,66,18,46,2,0,73,25,7
WASHBURN,Town of GULL LAKE Ward 1,121,45,71,5,0,73,25,7
WASHBURN,Town of LONG LAKE Ward 1,398,148,246,4,0,75,25,7
WASHBURN,Town of MADGE Ward 1,332,136,189,7,0,75,25,7
WASHBURN,Town of MINONG Wards 1-2,551,220,324,7,0,73,25,7
WASHBURN,Town of SARONA Wards 1-2,222,70,149,3,0,75,25,7
WASHBURN,"Town of SPOONER Wards 1,2",396,131,256,9,0,75,25,7
WASHBURN,Town of SPRINGBROOK Ward 1,232,72,157,3,0,75,25,7
