county,rep_unit,assembly_district,senate_district,congress_district
MARQUETTE,Town of OXFORD Wards 1-2,41,14,6
MARQUETTE,Town of PACKWAUKEE Wards 1-3,41,14,6
MARQUETTE,Town of SHIELDS Wards 1-2,41,14,6
MARQUETTE,Town of SPRINGFIELD Ward 1,41,14,6
MARQUETTE,Town of WESTFIELD Wards 1-2,41,14,6
MARQUETTE,Village of ENDEAVOR Ward 1,41,14,6
MARQUETTE,Village of NESHKORO Ward 1,41,14,6
MARQUETTE,Village of OXFORD Ward 1,41,14,6
MARQUETTE,Village of WESTFIELD Wards 1-3,41,14,6
SAUK,"CITY OF WISCONSIN DELLS Wards 4,8",41,14,2
SAUK,Town of DELTON Ward 4,41,14,2
SAUK,Town of DELTON Wards 1-3,41,14,2
SAUK,Village of LAKE DELTON Ward 2,41,14,2
SAUK,"Village of LAKE DELTON Wards 1,3-6",41,14,2
WAUSHARA,CITY OF BERLIN Ward 7,41,14,6
WAUSHARA,Town of AURORA Wards 1-2,41,14,6
COLUMBIA,"City of LODI Wards 1,2,3,4,5",42,14,6
COLUMBIA,Town of ARLINGTON Ward 1,42,14,6
COLUMBIA,Town of DEKORRA Wards 1-4,42,14,6
COLUMBIA,Town of FORT WINNEBAGO Ward 1,42,14,6
COLUMBIA,Town of LEEDS Ward 1,42,14,6
COLUMBIA,Town of LODI Wards 1-5,42,14,6
COLUMBIA,Town of LOWVILLE Wards 1-2,42,14,6
COLUMBIA,Town of MARCELLON Wards 1-2,42,14,6
COLUMBIA,Town of PACIFIC Wards 1-4,42,14,6
COLUMBIA,Town of RANDOLPH Ward 1,42,14,6
COLUMBIA,Town of SCOTT Wards 1-2,42,14,6
COLUMBIA,Town of SPRINGVALE Ward 1,42,14,6
COLUMBIA,Town of WYOCENA Wards 1-3,42,14,6
COLUMBIA,Village of ARLINGTON Ward 1,42,14,6
COLUMBIA,Village of CAMBRIA Ward 1,42,14,6
COLUMBIA,Village of FRIESLAND Ward 1,42,14,6
COLUMBIA,Village of PARDEEVILLE Wards 1-3,42,14,6
COLUMBIA,Village of POYNETTE Wards 1-4,42,14,6
COLUMBIA,VILLAGE OF RANDOLPH Ward 3,42,14,6
COLUMBIA,Village of RIO Wards 1-2,42,14,6
COLUMBIA,Village of WYOCENA Ward 1,42,14,6
DODGE,City of FOX LAKE Wards 1-3,42,14,6
DODGE,City of WAUPUN Wards 13-15,42,14,6
DODGE,Town of CHESTER Wards 1-2,42,14,6
DODGE,Town of FOX LAKE Wards 1-4,42,14,6
DODGE,Town of TRENTON Wards 1-3,42,14,6
DODGE,Village of RANDOLPH Wards 1-2,42,14,6
FOND DU LAC,City of RIPON Wards 1-3,42,14,6
FOND DU LAC,City of RIPON Wards 4-6,42,14,6
FOND DU LAC,"City of RIPON Wards 7,8",42,14,6
FOND DU LAC,City of RIPON Wards 9-11,42,14,6
FOND DU LAC,Town of ALTO Wards 1-2,42,14,6
FOND DU LAC,Town of METOMEN Wards 1-2,42,14,6
FOND DU LAC,Town of RIPON Wards 1-2,42,14,6
FOND DU LAC,Village of BRANDON Ward 1,42,14,6
FOND DU LAC,Village of FAIRWATER Ward 1,42,14,6
GREEN LAKE,City of MARKESAN Wards 1-3,42,14,6
GREEN LAKE,Town of GREEN LAKE Wards 1-2,42,14,6
GREEN LAKE,Town of KINGSTON Wards 1-2,42,14,6
GREEN LAKE,Town of MACKFORD Ward 1,42,14,6
GREEN LAKE,Town of MANCHESTER Ward 1,42,14,6
GREEN LAKE,Town of MARQUETTE Ward 1,42,14,6
GREEN LAKE,Village of KINGSTON Ward 1,42,14,6
GREEN LAKE,Village of MARQUETTE Ward 1,42,14,6
MARQUETTE,City of MONTELLO Wards 1-4,42,14,6
MARQUETTE,Town of BUFFALO Wards 1-3,42,14,6
MARQUETTE,Town of MONTELLO Wards 1-4,42,14,6
MARQUETTE,Town of MOUNDVILLE Wards 1-2,42,14,6
DANE,CITY OF EDGERTON Ward 7,43,15,2
DANE,City of STOUGHTON Wards 1-2,43,15,2
DANE,"City of STOUGHTON Wards 3,4",43,15,2
DANE,City of STOUGHTON Wards 5-6,43,15,2
DANE,"City of STOUGHTON Wards 7,8",43,15,2
DANE,Town of ALBION Wards 1-3,43,15,2
DANE,Town of DUNKIRK Wards 1-6,43,15,2
DANE,Town of DUNN Wards 1-7,43,15,2
DANE,Town of PLEASANT SPRINGS Wards 1-4,43,15,2
DANE,Town of RUTLAND Wards 1-2,43,15,2
DANE,"Village of BROOKLYN Wards 1,3",43,15,2
DANE,"Village of OREGON Wards 1,5-6,11",43,15,2
DANE,"Village of OREGON Wards 2-4,12",43,15,2
DANE,"Village of OREGON Wards 7-10,13-14",43,15,2
GREEN,VILLAGE OF BROOKLYN Ward 2,43,15,2
ROCK,City of EDGERTON Wards 1-6,43,15,2
ROCK,City of JANESVILLE Ward 36,43,15,1
ROCK,City of JANESVILLE Ward 37,43,15,1
ROCK,City of JANESVILLE Ward 7,43,15,1
ROCK,Town of CENTER Wards 1-2,43,15,2
ROCK,Town of FULTON Wards 1-6,43,15,2
ROCK,"Town of JANESVILLE Wards 1,6",43,15,2
ROCK,"Town of JANESVILLE Wards 2-5,7-10",43,15,1
ROCK,"Town of PLYMOUTH Wards 1,3",43,15,2
ROCK,Town of PORTER Ward 1,43,15,2
ROCK,Town of ROCK Ward 1,43,15,2
ROCK,"Town of ROCK Wards 2-5,8",43,15,2
ROCK,Town of ROCK Wards 6-7,43,15,1
ROCK,Village of FOOTVILLE Ward 1,43,15,2
ROCK,City of JANESVILLE Ward 1,44,15,1
ROCK,City of JANESVILLE Ward 10,44,15,1
ROCK,City of JANESVILLE Ward 11,44,15,1
ROCK,City of JANESVILLE Ward 12,44,15,2
ROCK,City of JANESVILLE Ward 14,44,15,1
ROCK,City of JANESVILLE Ward 15,44,15,1
ROCK,City of JANESVILLE Ward 16,44,15,1
ROCK,City of JANESVILLE Ward 18,44,15,1
ROCK,City of JANESVILLE Ward 19,44,15,1
ROCK,City of JANESVILLE Ward 2,44,15,1
ROCK,City of JANESVILLE Ward 20,44,15,1
ROCK,City of JANESVILLE Ward 22,44,15,1
ROCK,City of JANESVILLE Ward 24,44,15,1
ROCK,City of JANESVILLE Ward 26,44,15,1
ROCK,City of JANESVILLE Ward 27,44,15,1
ROCK,City of JANESVILLE Ward 28,44,15,1
ROCK,City of JANESVILLE Ward 3,44,15,1
ROCK,City of JANESVILLE Ward 30,44,15,1
ROCK,City of JANESVILLE Ward 31,44,15,1
ROCK,City of JANESVILLE Ward 33,44,15,1
ROCK,City of JANESVILLE Ward 34,44,15,1
ROCK,City of JANESVILLE Ward 4,44,15,1
ROCK,City of JANESVILLE Ward 5,44,15,1
ROCK,City of JANESVILLE Ward 6,44,15,1
ROCK,City of JANESVILLE Ward 8,44,15,1
ROCK,City of JANESVILLE Ward 9,44,15,1
GREEN,City of BRODHEAD Wards 1-6,45,15,2
GREEN,Town of ADAMS Ward 1,45,15,2
GREEN,Town of ALBANY Wards 1-2,45,15,2
GREEN,Town of BROOKLYN Wards 1-3,45,15,2
GREEN,Town of DECATUR Wards 1-4,45,15,2
GREEN,"Town of EXETER Wards 1,2,3",45,15,2
GREEN,Town of MOUNT PLEASANT Wards 1-3,45,15,2
GREEN,Town of SPRING GROVE Ward 1,45,15,2
GREEN,Town of WASHINGTON Ward 1,45,15,2
GREEN,Village of ALBANY Wards 1-2,45,15,2
GREEN,Village of MONTICELLO Wards 1-2,45,15,2
ROCK,City of BELOIT Ward 1,45,15,1
ROCK,City of BELOIT Ward 10,45,15,1
ROCK,City of BELOIT Ward 11,45,15,1
ROCK,City of BELOIT Ward 12,45,15,1
ROCK,City of BELOIT Ward 13,45,15,1
ROCK,City of BELOIT Ward 14,45,15,1
ROCK,City of BELOIT Ward 15,45,15,1
ROCK,City of BELOIT Ward 16,45,15,1
ROCK,City of BELOIT Ward 17,45,15,1
ROCK,City of BELOIT Ward 2,45,15,1
ROCK,City of BELOIT Ward 21,45,15,1
ROCK,City of BELOIT Ward 24,45,15,2
ROCK,City of BELOIT Ward 26,45,15,2
ROCK,City of BELOIT Ward 27,45,15,1
ROCK,City of BELOIT Ward 28,45,15,1
ROCK,City of BELOIT Ward 3,45,15,1
ROCK,City of BELOIT Ward 30,45,15,1
ROCK,City of BELOIT Ward 31,45,15,2
ROCK,City of BELOIT Ward 4,45,15,1
ROCK,City of BELOIT Ward 5,45,15,1
ROCK,City of BELOIT Ward 6,45,15,1
ROCK,City of BELOIT Ward 7,45,15,1
ROCK,City of BELOIT Ward 8,45,15,1
ROCK,City of BELOIT Ward 9,45,15,1
ROCK,CITY OF BRODHEAD Wards 7-8,45,15,2
ROCK,"City of EVANSVILLE Wards 1,2,3,4,5,6,7,8",45,15,2
ROCK,Town of AVON Ward 1,45,15,2
ROCK,Town of BELOIT Wards 1-3,45,15,2
ROCK,Town of BELOIT Wards 6-7,45,15,1
ROCK,Town of MAGNOLIA Ward 1,45,15,2
ROCK,"Town of NEWARK Wards 1,2",45,15,2
ROCK,Town of PLYMOUTH Ward 2,45,15,2
ROCK,Town of SPRING VALLEY Ward 1,45,15,2
ROCK,"Town of UNION Wards 1,2,3",45,15,2
ROCK,Village of ORFORDVILLE Wards 1-2,45,15,2
DANE,City of MADISON Ward 123,46,16,2
DANE,City of MADISON Ward 124,46,16,2
DANE,City of MADISON Ward 143,46,16,2
DANE,City of MADISON Ward 22,46,16,2
DANE,City of MADISON Ward 23,46,16,2
DANE,City of MADISON Ward 7,46,16,2
DANE,City of SUN PRAIRIE Ward 1,46,16,2
DANE,City of SUN PRAIRIE Ward 10,46,16,2
DANE,City of SUN PRAIRIE Ward 11,46,16,2
DANE,City of SUN PRAIRIE Ward 12,46,16,2
DANE,City of SUN PRAIRIE Ward 13,46,16,2
DANE,City of SUN PRAIRIE Ward 14,46,16,2
DANE,City of SUN PRAIRIE Ward 15,46,16,2
DANE,City of SUN PRAIRIE Ward 16,46,16,2
DANE,City of SUN PRAIRIE Ward 17,46,16,2
DANE,City of SUN PRAIRIE Ward 18,46,16,2
DANE,City of SUN PRAIRIE Ward 19,46,16,2
DANE,City of SUN PRAIRIE Ward 2,46,16,2
DANE,City of SUN PRAIRIE Ward 20,46,16,2
DANE,City of SUN PRAIRIE Ward 21,46,16,2
DANE,City of SUN PRAIRIE Ward 22,46,16,2
DANE,City of SUN PRAIRIE Ward 23,46,16,2
DANE,City of SUN PRAIRIE Ward 24,46,16,2
DANE,City of SUN PRAIRIE Ward 25,46,16,2
DANE,City of SUN PRAIRIE Ward 26,46,16,2
DANE,City of SUN PRAIRIE Ward 27,46,16,2
DANE,City of SUN PRAIRIE Ward 3,46,16,2
DANE,City of SUN PRAIRIE Ward 4,46,16,2
DANE,City of SUN PRAIRIE Ward 5,46,16,2
DANE,City of SUN PRAIRIE Ward 6,46,16,2
DANE,City of SUN PRAIRIE Ward 7,46,16,2
DANE,City of SUN PRAIRIE Ward 8,46,16,2
DANE,City of SUN PRAIRIE Ward 9,46,16,2
DANE,"Town of BURKE Wards 1-4,7",46,16,2
DANE,Town of COTTAGE GROVE Wards 1-6,46,16,2
DANE,Town of SUN PRAIRIE Wards 1-3,46,16,2
DANE,"Village of COTTAGE GROVE Wards 1,2,3,4,5,6,7,8,9",46,16,2
DANE,City of FITCHBURG Wards 1-5,47,16,2
DANE,City of FITCHBURG Wards 11-13,47,16,2
DANE,City of FITCHBURG Wards 17-19,47,16,2
DANE,City of FITCHBURG Wards 24-25,47,16,2
DANE,"City of FITCHBURG Wards 6-10,22",47,16,2
DANE,City of MADISON Ward 1,47,16,2
DANE,City of MADISON Ward 121,47,16,2
DANE,City of MADISON Ward 122,47,16,2
DANE,City of MADISON Ward 130,47,16,2
DANE,City of MADISON Ward 132,47,16,2
DANE,City of MADISON Ward 133,47,16,2
DANE,City of MADISON Ward 14,47,16,2
DANE,City of MADISON Ward 144,47,16,2
DANE,City of MADISON Ward 145,47,16,2
DANE,City of MADISON Ward 146,47,16,2
DANE,City of MADISON Ward 147,47,16,2
DANE,City of MADISON Ward 148,47,16,2
DANE,City of MADISON Ward 149,47,16,2
DANE,City of MADISON Ward 150,47,16,2
DANE,City of MADISON Ward 151,47,16,2
DANE,City of MADISON Ward 152,47,16,2
DANE,City of MADISON Ward 153,47,16,2
DANE,City of MADISON Ward 154,47,16,2
DANE,City of MADISON Ward 2,47,16,2
DANE,City of MADISON Ward 3,47,16,2
DANE,City of MADISON Ward 4,47,16,2
DANE,City of MONONA Wards 1-5,47,16,2
DANE,City of MONONA Wards 6-10,47,16,2
DANE,Town of BLOOMING GROVE Wards 1-7,47,16,2
DANE,"Village of MCFARLAND Wards 1,2,3,4,5,6,7,8,9,10",47,16,2
DANE,City of MADISON Ward 10,48,16,2
DANE,City of MADISON Ward 11,48,16,2
DANE,City of MADISON Ward 12,48,16,2
DANE,City of MADISON Ward 13,48,16,2
DANE,City of MADISON Ward 15,48,16,2
DANE,City of MADISON Ward 16,48,16,2
DANE,City of MADISON Ward 17,48,16,2
DANE,City of MADISON Ward 18,48,16,2
DANE,City of MADISON Ward 19,48,16,2
DANE,City of MADISON Ward 20,48,16,2
DANE,City of MADISON Ward 21,48,16,2
DANE,City of MADISON Ward 24,48,16,2
DANE,City of MADISON Ward 25,48,16,2
DANE,City of MADISON Ward 26,48,16,2
DANE,City of MADISON Ward 27,48,16,2
DANE,City of MADISON Ward 31,48,16,2
DANE,City of MADISON Ward 32,48,16,2
DANE,City of MADISON Ward 33,48,16,2
DANE,City of MADISON Ward 34,48,16,2
DANE,City of MADISON Ward 35,48,16,2
DANE,City of MADISON Ward 36,48,16,2
DANE,City of MADISON Ward 37,48,16,2
DANE,City of MADISON Ward 38,48,16,2
DANE,City of MADISON Ward 5,48,16,2
DANE,City of MADISON Ward 6,48,16,2
DANE,City of MADISON Ward 8,48,16,2
DANE,City of MADISON Ward 9,48,16,2
DANE,Village of MAPLE BLUFF Wards 1-2,48,16,2
GRANT,City of BOSCOBEL Wards 1-8,49,17,3
GRANT,City of CUBA CITY Wards 1-4,49,17,3
GRANT,City of FENNIMORE Wards 1-4,49,17,3
GRANT,City of LANCASTER Wards 1-6,49,17,3
GRANT,City of PLATTEVILLE Wards 1-2,49,17,3
GRANT,City of PLATTEVILLE Wards 3-4,49,17,3
GRANT,City of PLATTEVILLE Wards 5-6,49,17,3
GRANT,City of PLATTEVILLE Wards 7-9,49,17,3
GRANT,Town of BEETOWN Wards 1-2,49,17,3
GRANT,Town of BLOOMINGTON Ward 1,49,17,3
GRANT,Town of BOSCOBEL Wards 1-3,49,17,3
GRANT,Town of CASSVILLE Wards 1-2,49,17,3
GRANT,Town of CASTLE ROCK Ward 1,49,17,3
GRANT,Town of CLIFTON Ward 1,49,17,3
GRANT,Town of ELLENBORO Ward 1,49,17,3
GRANT,Town of FENNIMORE Wards 1-2,49,17,3
GRANT,Town of GLEN HAVEN Ward 1,49,17,3
GRANT,Town of HARRISON Ward 1,49,17,3
GRANT,Town of HAZEL GREEN Wards 1-2,49,17,3
GRANT,Town of HICKORY GROVE Ward 1,49,17,3
GRANT,Town of JAMESTOWN Wards 1-3,49,17,3
GRANT,Town of LIBERTY Ward 1,49,17,3
GRANT,Town of LIMA Ward 1,49,17,3
GRANT,Town of LITTLE GRANT Ward 1,49,17,3
GRANT,Town of MARION Ward 1,49,17,3
GRANT,Town of MILLVILLE Ward 1,49,17,3
GRANT,Town of MOUNT HOPE Ward 1,49,17,3
GRANT,Town of MOUNT IDA Ward 1,49,17,3
GRANT,Town of MUSCODA Ward 1,49,17,3
GRANT,Town of NORTH LANCASTER Ward 1,49,17,3
GRANT,Town of PARIS Wards 1-2,49,17,3
GRANT,Town of PATCH GROVE Ward 1,49,17,3
GRANT,"Town of PLATTEVILLE Wards 1,2",49,17,3
GRANT,Town of POTOSI Wards 1-2,49,17,3
GRANT,Town of SMELSER Wards 1-2,49,17,3
GRANT,"Town of SOUTH LANCASTER Wards 1,2",49,17,3
GRANT,Town of WATERLOO Ward 1,49,17,3
GRANT,Town of WATTERSTOWN Wards 1-2,49,17,3
GRANT,Town of WINGVILLE Ward 1,49,17,3
GRANT,Town of WOODMAN Ward 1,49,17,3
GRANT,Town of WYALUSING Ward 1,49,17,3
GRANT,Village of BAGLEY Ward 1,49,17,3
GRANT,Village of BLOOMINGTON Ward 1,49,17,3
GRANT,Village of BLUE RIVER Ward 1,49,17,3
GRANT,Village of CASSVILLE Wards 1-2,49,17,3
GRANT,Village of DICKEYVILLE Wards 1-2,49,17,3
GRANT,Village of HAZEL GREEN Wards 1-2,49,17,3
GRANT,Village of LIVINGSTON Ward 1,49,17,3
GRANT,Village of MONTFORT Ward 1,49,17,3
GRANT,Village of MOUNT HOPE Ward 1,49,17,3
GRANT,Village of MUSCODA Wards 1-2,49,17,3
GRANT,Village of PATCH GROVE Ward 1,49,17,3
GRANT,Village of POTOSI Ward 1,49,17,3
GRANT,Village of TENNYSON Ward 1,49,17,3
GRANT,Village of WOODMAN Ward 1,49,17,3
IOWA,VILLAGE OF LIVINGSTON Ward 2,49,17,2
IOWA,VILLAGE OF MONTFORT Ward 2,49,17,2
IOWA,VILLAGE OF MUSCODA Ward 3,49,17,2
LAFAYETTE,CITY OF CUBA CITY Ward 5,49,17,2
LAFAYETTE,Town of BENTON Wards 1-2,49,17,2
LAFAYETTE,Village of BENTON Ward 1,49,17,2
LAFAYETTE,VILLAGE OF HAZEL GREEN Ward 3,49,17,2
RICHLAND,Town of AKAN Ward 1,49,17,3
RICHLAND,Town of BLOOM Ward 1,49,17,3
RICHLAND,Town of DAYTON Wards 1-2,49,17,3
RICHLAND,Town of EAGLE Ward 1,49,17,3
RICHLAND,Town of FOREST Ward 1,49,17,3
RICHLAND,Town of HENRIETTA Ward 1,49,17,3
RICHLAND,Town of MARSHALL Ward 1,49,17,3
RICHLAND,Town of ORION Ward 1,49,17,3
RICHLAND,Town of RICHWOOD Wards 1-2,49,17,3
RICHLAND,Town of SYLVAN Wards 1-3,49,17,3
RICHLAND,Village of BOAZ Ward 1,49,17,3
RICHLAND,Village of VIOLA Ward 2,49,17,3
RICHLAND,Village of YUBA Ward 1,49,17,3
VERNON,VILLAGE OF VIOLA Ward 1,49,17,3
JUNEAU,"City of ELROY Wards 1,2,3,4,5,6",50,17,3
JUNEAU,City of MAUSTON Wards 1-7,50,17,3
JUNEAU,City of NEW LISBON Wards 1-7,50,17,3
JUNEAU,Town of ARMENIA Ward 1,50,17,7
JUNEAU,Town of CLEARFIELD Ward 1,50,17,7
JUNEAU,Town of CLEARFIELD Ward 2,50,17,3
JUNEAU,Town of CUTLER Ward 1,50,17,7
JUNEAU,Town of FINLEY Ward 1,50,17,7
JUNEAU,Town of FOUNTAIN Wards 1-2,50,17,3
JUNEAU,Town of GERMANTOWN Ward 1,50,17,7
JUNEAU,Town of GERMANTOWN Wards 2-3,50,17,3
JUNEAU,Town of KILDARE Wards 1-3,50,17,3
JUNEAU,Town of KINGSTON Ward 1,50,17,7
JUNEAU,Town of LEMONWEIR Wards 1-4,50,17,3
JUNEAU,Town of LINDINA Ward 1,50,17,3
JUNEAU,Town of LISBON Ward 1,50,17,3
JUNEAU,Town of LISBON Ward 2,50,17,7
JUNEAU,Town of LYNDON Wards 1-3,50,17,3
JUNEAU,Town of MARION Ward 1,50,17,3
JUNEAU,Town of NECEDAH Wards 1-6,50,17,7
JUNEAU,Town of ORANGE Ward 1,50,17,3
JUNEAU,Town of PLYMOUTH Ward 1,50,17,3
JUNEAU,Town of SEVEN MILE CREEK Wards 1-2,50,17,3
JUNEAU,Town of SUMMIT Ward 1,50,17,3
JUNEAU,Town of WONEWOC Wards 1-2,50,17,3
JUNEAU,Village of CAMP DOUGLAS Ward 1,50,17,3
JUNEAU,Village of HUSTLER Ward 1,50,17,3
JUNEAU,Village of LYNDON STATION Ward 1,50,17,3
JUNEAU,Village of NECEDAH Ward 1,50,17,7
JUNEAU,Village of UNION CENTER Ward 1,50,17,3
JUNEAU,Village of WONEWOC Ward 1,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 1,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 10,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 11,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 12,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 13,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 14,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 2,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 3,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 4,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 5,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 6,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 7,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 8,50,17,3
RICHLAND,City of RICHLAND CENTER Ward 9,50,17,3
RICHLAND,Town of RICHLAND Wards 1-4,50,17,3
RICHLAND,Town of ROCKBRIDGE Wards 1-3,50,17,3
RICHLAND,Town of WESTFORD Ward 1,50,17,3
RICHLAND,Town of WILLOW Ward 1,50,17,3
RICHLAND,Village of CAZENOVIA Ward 1,50,17,3
SAUK,City of REEDSBURG Wards 1-16,50,17,2
SAUK,Town of DELLONA Wards 1-3,50,17,2
SAUK,Town of EXCELSIOR Wards 1-3,50,17,2
SAUK,Town of FREEDOM Wards 1-2,50,17,2
SAUK,Town of HONEY CREEK Wards 1-3,50,17,2
SAUK,Town of IRONTON Ward 1,50,17,3
SAUK,Town of IRONTON Ward 2,50,17,2
SAUK,Town of LA VALLE Wards 1-3,50,17,3
SAUK,Town of REEDSBURG Wards 1-3,50,17,2
SAUK,Town of TROY Ward 2,50,17,2
SAUK,Town of WINFIELD Ward 1,50,17,2
SAUK,Town of WOODLAND Ward 1,50,17,3
SAUK,VILLAGE OF CAZENOVIA Ward 2,50,17,3
SAUK,Village of IRONTON Ward 1,50,17,3
SAUK,Village of LAVALLE Ward 1,50,17,3
SAUK,Village of NORTH FREEDOM Ward 1,50,17,2
SAUK,Village of ROCK SPRINGS Ward 1,50,17,2
VERNON,City of HILLSBORO Wards 1-4,50,17,3
VERNON,Town of GREENWOOD Ward 1,50,17,3
VERNON,"Town of HILLSBORO Wards 1,2",50,17,3
GREEN,City of MONROE Ward 10,51,17,2
GREEN,City of MONROE Wards 1-9,51,17,2
GREEN,Town of CADIZ Ward 1,51,17,2
GREEN,Town of CLARNO Wards 1-2,51,17,2
GREEN,Town of JEFFERSON Wards 1-2,51,17,2
GREEN,Town of JORDAN Wards 1-2,51,17,2
GREEN,Town of MONROE Wards 1-2,51,17,2
GREEN,Town of SYLVESTER Wards 1-2,51,17,2
GREEN,Village of BROWNTOWN Ward 1,51,17,2
IOWA,City of DODGEVILLE Wards 1-10,51,17,2
IOWA,City of MINERAL POINT Wards 1-6,51,17,2
IOWA,Town of CLYDE Ward 1,51,17,2
IOWA,"Town of DODGEVILLE Wards 1,2,3",51,17,2
IOWA,Town of EDEN Ward 1,51,17,2
IOWA,Town of HIGHLAND Wards 1-4,51,17,2
IOWA,"Town of LINDEN Wards 1,2",51,17,2
IOWA,Town of MIFFLIN Ward 1,51,17,2
IOWA,Town of MINERAL POINT Wards 1-3,51,17,2
IOWA,Town of PULASKI Ward 1,51,17,2
IOWA,Town of WYOMING Ward 1,51,17,2
IOWA,Village of AVOCA Ward 1,51,17,2
IOWA,VILLAGE OF BLANCHARDVILLE Ward 2,51,17,2
IOWA,Village of COBB Ward 1,51,17,2
IOWA,Village of HIGHLAND Ward 1,51,17,2
IOWA,Village of LINDEN Ward 1,51,17,2
IOWA,Village of REWEY Ward 1,51,17,2
LAFAYETTE,City of DARLINGTON Wards 1-6,51,17,2
LAFAYETTE,"City of SHULLSBURG Wards 1,2",51,17,2
LAFAYETTE,Town of ARGYLE Wards 1-3,51,17,2
LAFAYETTE,Town of BELMONT Wards 1-2,51,17,2
LAFAYETTE,Town of BLANCHARD Ward 1,51,17,2
LAFAYETTE,Town of DARLINGTON Wards 1-3,51,17,2
LAFAYETTE,Town of ELK GROVE Wards 1-3,51,17,2
LAFAYETTE,Town of FAYETTE Wards 1-2,51,17,2
LAFAYETTE,Town of GRATIOT Ward 1,51,17,2
LAFAYETTE,Town of KENDALL Ward 1,51,17,2
LAFAYETTE,Town of LAMONT Wards 1-2,51,17,2
LAFAYETTE,Town of MONTICELLO Ward 1,51,17,2
LAFAYETTE,Town of NEW DIGGINGS Ward 1,51,17,2
LAFAYETTE,Town of SEYMOUR Wards 1-2,51,17,2
LAFAYETTE,Town of SHULLSBURG Ward 1,51,17,2
LAFAYETTE,Town of WAYNE Ward 1,51,17,2
LAFAYETTE,Town of WHITE OAK SPRINGS Ward 1,51,17,2
LAFAYETTE,Town of WILLOW SPRINGS Ward 1,51,17,2
LAFAYETTE,Town of WIOTA Wards 1-2,51,17,2
LAFAYETTE,Village of ARGYLE Ward 1,51,17,2
LAFAYETTE,Village of BELMONT Ward 1,51,17,2
LAFAYETTE,Village of BLANCHARDVILLE Ward 1,51,17,2
LAFAYETTE,Village of GRATIOT Ward 1,51,17,2
LAFAYETTE,Village of SOUTH WAYNE Ward 1,51,17,2
RICHLAND,Town of BUENA VISTA Wards 1-4,51,17,3
RICHLAND,Town of ITHACA Ward 1,51,17,3
RICHLAND,Village of LONE ROCK Ward 1,51,17,3
SAUK,Town of BEAR CREEK Ward 1,51,17,2
SAUK,"Town of FRANKLIN Wards 1,2",51,17,2
SAUK,Town of HONEY CREEK Ward 4,51,17,2
SAUK,Town of SPRING GREEN Wards 1-3,51,17,2
SAUK,Town of TROY Ward 1,51,17,2
SAUK,Town of WASHINGTON Wards 1-2,51,17,2
SAUK,Town of WESTFIELD Ward 1,51,17,2
SAUK,Village of LIME RIDGE Ward 1,51,17,3
SAUK,Village of LOGANVILLE Ward 1,51,17,2
SAUK,Village of PLAIN Ward 1,51,17,2
SAUK,Village of SPRING GREEN Wards 1-2,51,17,2
FOND DU LAC,City of FOND DU LAC Ward 1,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 10,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 11,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 12,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 13,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 14,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 15,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 16,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 17,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 18,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 19,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 2,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 20,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 21,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 22,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 3,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 4,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 5,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 6,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 7,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 8,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 9,52,18,6
FOND DU LAC,Town of BYRON Wards 1-2,52,18,6
FOND DU LAC,Town of EDEN Wards 1-3,52,18,6
FOND DU LAC,Town of ELDORADO Wards 1-3,52,18,6
FOND DU LAC,Town of EMPIRE Wards 1-4,52,18,6
FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",52,18,6
FOND DU LAC,Town of LAMARTINE Wards 1-2,52,18,6
